count,city,number_of_veterans,male_population,foreign_born,average_household_size,median_age,state,race,total_population,state_code,female_population
37339,Mesquite,6438,69240,26755,2.96,34.6,Texas,Black or African-American,145124,TX,75884
10327,Cary,7426,78932,30008,2.61,39.9,North Carolina,Hispanic or Latino,160514,NC,81582
73850,Chesapeake,29772,114964,13966,2.73,36.7,Virginia,Black or African-American,235429,VA,120465
25307,Enterprise,7526,69146,31173,2.89,34.1,Nevada,Hispanic or Latino,135474,NV,66328
98705,Carlsbad,6031,55119,17689,2.68,42.1,California,White,113466,CA,58347
8393,Highlands Ranch,4840,49186,8827,2.719999999999999,39.6,Colorado,Hispanic or Latino,102467,CO,53281
33079,Chandler,15870,128885,38721,2.7800000000000002,35.6,Arizona,Asian,260833,AZ,131948
15521,Fort Collins,8425,80893,9704,2.45,29.6,Colorado,Hispanic or Latino,161181,CO,80288
16496,San Diego,92489,693826,373842,2.73,34.5,California,American Indian and Alaska Native,1394907,CA,701081
4916,Franklin,3303,34991,6876,2.73,38.3,Tennessee,Hispanic or Latino,72635,TN,37644
10599,Yorba Linda,3171,31960,15532,3.0,45.5,California,Hispanic or Latino,67966,CA,36006
1891,Fall River,4143,43314,14775,2.21,39.3,Massachusetts,Asian,88770,MA,45456
496,Asheville,4973,42100,6630,2.18,37.9,North Carolina,American Indian and Alaska Native,88507,NC,46407
35550,Moreno Valley,8529,98584,54442,3.9,30.7,California,Black or African-American,204181,CA,105597
6228,Fort Smith,3408,43346,13177,2.44,34.9,Arkansas,Asian,88195,AR,44849
518,West Covina,3800,51629,37038,3.56,39.8,California,American Indian and Alaska Native,108489,CA,56860
411847,Albuquerque,37443,273323,58200,2.49,36.0,New Mexico,White,559131,NM,285808
18733,San Tan Valley,4300,40429,5757,3.44,31.3,Arizona,Hispanic or Latino,82797,AZ,42368
106215,Alexandria,10635,74989,44030,2.2,36.6,Virginia,White,153511,VA,78522
873316,Chicago,72042,1320015,573463,2.5300000000000002,34.2,Illinois,Black or African-American,2720556,IL,1400541
4204,Jacksonville,8252,40015,3732,2.51,24.2,North Carolina,Asian,67363,NC,27348
77523,El Monte,1686,57961,59655,3.67,37.3,California,Hispanic or Latino,116745,CA,58784
17453,Concord,6287,62310,37428,2.719999999999999,39.6,California,Asian,128668,CA,66358
10774,Pomona,3251,74945,53879,3.63,32.1,California,Black or African-American,153252,CA,78307
4619,Glendale,4448,98181,111510,2.69,42.1,California,Black or African-American,201025,CA,102844
19947,Carson,4273,43790,33860,3.7,40.4,California,Black or African-American,93296,CA,49506
355,Centreville,3779,34749,27797,2.969999999999999,36.0,Virginia,American Indian and Alaska Native,71782,VA,37033
144949,Santa Clarita,8537,90192,40666,3.02,38.1,California,White,182367,CA,92175
55883,Shawnee,3575,32313,4136,2.64,40.1,Kansas,White,65058,KS,32745
4127,Memphis,31189,312237,43318,2.55,34.1,Tennessee,American Indian and Alaska Native,655760,TN,343523
2734,San Ramon,2855,39221,29691,3.09,39.1,California,Black or African-American,76132,CA,36911
44067,Alhambra,1673,42184,44441,2.89,41.0,California,Asian,85572,CA,43388
40642,Skokie,1066,31382,27424,2.7800000000000002,43.4,Illinois,White,64819,IL,33437
4347,Hillsboro,6625,50926,19531,2.68,35.3,Oregon,Black or African-American,102360,OR,51434
12482,Gaithersburg,2126,32211,28133,2.73,35.7,Maryland,Black or African-American,67445,MD,35234
83529,Vista,4957,50680,23271,3.52,29.3,California,White,100884,CA,50204
1172,Rochester,6888,54934,17763,2.55,35.0,Minnesota,American Indian and Alaska Native,112216,MN,57282
66285,Arlington Heights,3027,37627,14630,2.38,45.9,Illinois,White,76996,IL,39369
55745,Las Vegas,42397,310568,127609,2.79,37.5,Nevada,Asian,623769,NV,313201
2307,Turlock,3397,33190,14686,2.76,36.2,California,Black or African-American,72293,CA,39103
74183,Bellingham,4703,41286,8713,2.44,30.7,Washington,White,85143,WA,43857
15513,Pawtucket,3173,36072,17884,2.41,39.2,Rhode Island,Black or African-American,71583,RI,35511
106160,Joliet,7353,70863,22409,3.13,33.1,Illinois,White,150025,IL,79162
9223,Santa Clarita,8537,90192,40666,3.02,38.1,California,Black or African-American,182367,CA,92175
79793,Lawrence,2986,45592,8701,2.5300000000000002,27.4,Kansas,White,93916,KS,48324
46362,Gastonia,3537,35527,5715,2.67,36.9,North Carolina,White,74550,NC,39023
2288,Hemet,5613,38622,13330,2.969999999999999,36.8,California,American Indian and Alaska Native,83873,CA,45251
75636,Lakeland,7390,47840,11592,2.56,38.1,Florida,White,104410,FL,56570
80467,Chico,4519,46168,8425,2.5,29.9,California,White,90336,CA,44168
7564,Youngs,3620,30758,1058,2.22,37.5,Ohio,Hispanic or Latino,64609,OH,33851
69840,Allen,3505,51324,19649,3.04,37.2,Texas,White,98138,TX,46814
2374,Orlando,12782,130940,50558,2.42,33.1,Florida,American Indian and Alaska Native,270917,FL,139977
16254,Glendale,13241,116795,44133,2.89,34.4,Arizona,Black or African-American,240114,AZ,123319
47334,Waldorf,6932,35640,5954,2.69,33.6,Maryland,Black or African-American,75512,MD,39872
6874,Peoria,6634,56229,7517,2.4,33.1,Illinois,Hispanic or Latino,118661,IL,62432
87331,Miami,7233,215840,260789,2.5,40.4,Florida,Black or African-American,440989,FL,225149
16786,Green Bay,5519,52517,9813,2.37,32.9,Wisconsin,Hispanic or Latino,105221,WI,52704
20616,Boynton Beach,4727,33701,15431,2.45,45.8,Florida,Black or African-American,73972,FL,40271
23107,Anchorage,27492,152945,33258,2.77,32.2,Alaska,Black or African-American,298695,AK,145750
15889,Everett,7880,56212,19499,2.36,37.0,Washington,Hispanic or Latino,108012,WA,51800
59962,Muncie,2968,32446,1062,2.35,27.4,Indiana,White,69701,IN,37255
49830,Mount Vernon,2064,31876,23777,2.85,38.5,New York,Black or African-American,68621,NY,36745
1974,Mountain View,1376,42493,31857,2.46,33.5,California,Black or African-American,80438,CA,37945
2947,Frisco,6297,73989,30913,3.05,37.2,Texas,American Indian and Alaska Native,154388,TX,80399
4928,Naperville,4545,71365,30399,2.76,38.5,Illinois,Hispanic or Latino,147159,IL,75794
8997,San Francisco,26276,439752,297199,2.37,38.3,California,American Indian and Alaska Native,864816,CA,425064
1167,Lafayette,5045,34313,5697,2.19,33.5,Indiana,Asian,71170,IN,36857
4138,Brooklyn Park,3506,37845,17490,2.85,35.1,Minnesota,Hispanic or Latino,79150,MN,41305
42256,Grand Rapids,8972,95669,19176,2.56,32.1,Michigan,Black or African-American,195099,MI,99430
75908,Mount Pleasant,3981,39429,4701,2.5300000000000002,42.7,South Carolina,White,81309,SC,41880
1084,Silver Spring,1562,40601,30908,2.6,33.8,Maryland,American Indian and Alaska Native,82463,MD,41862
24832,Milwaukee,20615,286315,58321,2.51,31.6,Wisconsin,Asian,600154,WI,313839
14637,Enterprise,7526,69146,31173,2.89,34.1,Nevada,Black or African-American,135474,NV,66328
535,South San Francisco,1839,34177,27528,3.33,39.4,California,American Indian and Alaska Native,67271,CA,33094
20724,Richardson,4797,54676,29579,2.83,35.5,Texas,Asian,110827,TX,56151
1228,Yuma,7182,48298,19326,2.64,33.4,Arizona,American Indian and Alaska Native,94145,AZ,45847
23736,Aurora,4988,101964,50980,3.3,31.7,Illinois,Black or African-American,203715,IL,101751
127358,Irvine,5532,125411,116366,2.73,34.6,California,White,256927,CA,131516
110311,Lancaster,7892,80668,17247,3.25,30.9,California,White,161113,CA,80445
3688,Wichita Falls,7800,55775,9855,2.41,34.0,Texas,Asian,104709,TX,48934
9307,Rancho Cordova,4590,34844,17020,2.86,33.8,California,Black or African-American,71026,CA,36182
9031,Naperville,4545,71365,30399,2.76,38.5,Illinois,Black or African-American,147159,IL,75794
63493,Goodyear,7650,36711,11774,2.969999999999999,38.6,Arizona,White,79003,AZ,42292
167449,Fort Worth,39182,414126,143404,2.88,32.6,Texas,Black or African-American,836969,TX,422843
3383,Jackson,3529,30007,2097,2.52,35.3,Tennessee,Hispanic or Latino,66980,TN,36973
41692,Rockville,1990,31205,25047,2.6,38.1,Maryland,White,66998,MD,35793
23744,Clovis,6173,52392,13409,2.76,37.8,California,Hispanic or Latino,104172,CA,51780
1783,Albany,5409,31695,861,2.38,33.3,Georgia,Hispanic or Latino,71109,GA,39414
6016,Johnson City,5038,31019,2878,2.18,38.2,Tennessee,Black or African-American,65369,TN,34350
2635,Roseville,8386,62591,18161,2.719999999999999,38.4,California,American Indian and Alaska Native,130282,CA,67691
18999,Lakewood,4094,41523,18274,3.13,39.9,California,Asian,81592,CA,40069
1054,Pasco,2052,35298,16265,3.45,28.6,Washington,American Indian and Alaska Native,68097,WA,32799
8619,Brentwood,1492,31395,27058,4.98,34.2,New York,Black or African-American,63792,NY,32397
25924,Silver Spring,1562,40601,30908,2.6,33.8,Maryland,Hispanic or Latino,82463,MD,41862
2205,New Haven,2567,63765,25871,2.48,29.9,Connecticut,American Indian and Alaska Native,130310,CT,66545
292663,Corpus Christi,25078,160488,30834,2.69,35.0,Texas,White,324082,TX,163594
73545,Montgomery,14955,94582,9337,2.41,35.4,Alabama,White,200586,AL,106004
547,Springdale,3397,36840,19969,3.04,31.8,Arkansas,American Indian and Alaska Native,80454,AR,43614
17172,Kenner,2485,33993,12352,2.5700000000000003,36.9,Louisiana,Black or African-American,67106,LA,33113
74960,Ogden,5080,44323,12791,2.68,31.3,Utah,White,85450,UT,41127
10511,Nashua,5532,42926,12693,2.46,38.3,New Hampshire,Hispanic or Latino,87975,NH,45049
61217,Tulsa,24672,197437,43751,2.37,35.0,Oklahoma,Hispanic or Latino,403091,OK,205654
684,Eagan,2699,31587,8642,2.49,36.8,Minnesota,American Indian and Alaska Native,66288,MN,34701
173854,Houston,71898,1149686,696210,2.66,32.6,Texas,Asian,2298628,TX,1148942
3348,Lakeland,7390,47840,11592,2.56,38.1,Florida,Asian,104410,FL,56570
10538,Beaverton,4645,47325,18933,2.46,35.6,Oregon,Asian,96577,OR,49252
9440,Brandon,9417,55679,16390,2.64,36.1,Florida,Asian,113968,FL,58289
82860,Wichita Falls,7800,55775,9855,2.41,34.0,Texas,White,104709,TX,48934
77985,Mission,2383,40530,22608,3.51,32.9,Texas,White,83307,TX,42777
46255,Orange,3993,67337,34550,3.14,35.0,California,Hispanic or Latino,140995,CA,73658
35444,Enterprise,7526,69146,31173,2.89,34.1,Nevada,Asian,135474,NV,66328
14747,Temple,7333,33512,3968,2.59,33.6,Texas,Black or African-American,72297,TX,38785
37382,Poinciana,2933,38142,14349,3.93,34.2,Florida,Hispanic or Latino,73943,FL,35801
1704,Dothan,6334,32172,1699,2.59,38.9,Alabama,Hispanic or Latino,67536,AL,35364
49704,Boynton Beach,4727,33701,15431,2.45,45.8,Florida,White,73972,FL,40271
1277,Montgomery,14955,94582,9337,2.41,35.4,Alabama,American Indian and Alaska Native,200586,AL,106004
97270,Murfreesboro,5199,60704,8948,2.6,30.2,Tennessee,White,126121,TN,65417
37756,Silver Spring,1562,40601,30908,2.6,33.8,Maryland,White,82463,MD,41862
11519,San Marcos,5189,45246,21558,3.13,35.4,California,Asian,92934,CA,47688
32491,Denver,29363,341137,113222,2.33,34.1,Colorado,Asian,682545,CO,341408
1551,Round Rock,6804,56646,18237,3.13,34.9,Texas,American Indian and Alaska Native,115839,TX,59193
11746,Champaign,3734,43326,12261,2.25,28.7,Illinois,Asian,86086,IL,42760
2468,Pueblo,7989,55635,3578,2.44,37.6,Colorado,Asian,109419,CO,53784
7835,Sugar Land,4377,43889,31169,2.95,42.1,Texas,Hispanic or Latino,88129,TX,44240
23061,Wichita Falls,7800,55775,9855,2.41,34.0,Texas,Hispanic or Latino,104709,TX,48934
14008,Denver,29363,341137,113222,2.33,34.1,Colorado,American Indian and Alaska Native,682545,CO,341408
94804,North Las Vegas,17256,116350,49815,3.31,32.2,Nevada,Hispanic or Latino,234793,NV,118443
49980,Yorba Linda,3171,31960,15532,3.0,45.5,California,White,67966,CA,36006
3962,Sunrise Manor,10663,93505,56530,3.25,32.5,Nevada,American Indian and Alaska Native,192608,NV,99103
2880,San Mateo,2730,50966,34957,2.64,39.3,California,Black or African-American,103524,CA,52558
4707,Fayetteville,4744,41959,6313,2.2800000000000002,27.1,Arkansas,Asian,82832,AR,40873
8670,Irvine,5532,125411,116366,2.73,34.6,California,Black or African-American,256927,CA,131516
247,Youngs,3620,30758,1058,2.22,37.5,Ohio,Asian,64609,OH,33851
57815,Farmington Hills,3650,37527,18033,2.41,42.1,Michigan,White,81332,MI,43805
85141,Modesto,9855,104852,39613,2.969999999999999,35.2,California,Hispanic or Latino,211257,CA,106405
5241,Fullerton,5394,69549,43404,2.969999999999999,34.5,California,Black or African-American,140849,CA,71300
38358,Lake Charles,4477,35678,3215,2.36,31.8,Louisiana,Black or African-American,76066,LA,40388
760,Plymouth,4158,39035,8830,2.46,38.4,Minnesota,American Indian and Alaska Native,75928,MN,36893
2525,Visalia,5547,63695,20779,3.11,32.6,California,Black or African-American,130094,CA,66399
4107,Pueblo,7989,55635,3578,2.44,37.6,Colorado,Black or African-American,109419,CO,53784
17816,Davis,2176,33493,13997,2.69,26.3,California,Asian,67656,CA,34163
70365,Santa Monica,2008,46732,24448,2.0,40.6,California,White,93219,CA,46487
1444,Westminster,6512,54866,11361,2.63,37.8,Colorado,American Indian and Alaska Native,113117,CO,58251
31929,Bakersfield,12284,182154,71575,3.23,30.6,California,Asian,373627,CA,191473
839,Cranston,4702,38365,10631,2.56,39.9,Rhode Island,American Indian and Alaska Native,81077,RI,42712
20424,Madison,9707,122596,30090,2.23,30.7,Wisconsin,Black or African-American,248956,WI,126360
16041,Murrieta,7242,49363,19875,3.3,35.3,California,Asian,109816,CA,60453
17338,Tempe,7058,91350,26620,2.44,28.8,Arizona,Asian,175826,AZ,84476
31804,Arlington,17050,191060,79271,2.89,32.6,Texas,Asian,388122,TX,197062
56948,Lauderhill,1965,32813,25471,3.02,35.7,Florida,Black or African-American,71574,FL,38761
429,Westland,4756,37742,6429,2.41,39.9,Michigan,American Indian and Alaska Native,81995,MI,44253
15640,Schenectady,3388,32398,10961,2.8200000000000003,36.7,New York,Black or African-American,65299,NY,32901
82033,Green Bay,5519,52517,9813,2.37,32.9,Wisconsin,White,105221,WI,52704
648,New Braunfels,5204,33071,5405,2.85,37.0,Texas,American Indian and Alaska Native,69923,TX,36852
81551,Santa Maria,2876,53320,39192,3.83,30.1,California,Hispanic or Latino,105082,CA,51762
131425,Mesa,31808,234998,57492,2.68,36.9,Arizona,Hispanic or Latino,471833,AZ,236835
5657,Sandy,3451,46923,6691,3.22,34.6,Utah,Asian,93612,UT,46689
25928,Apple Valley,5714,32873,5801,3.03,34.3,California,Hispanic or Latino,72185,CA,39312
21571,Schaumburg,2019,35971,24614,2.719999999999999,36.9,Illinois,Asian,75811,IL,39840
40110,Brockton,3036,46273,27313,2.88,35.2,Massachusetts,White,95314,MA,49041
71874,Bloomington,6176,43318,10728,2.3,40.9,Minnesota,White,86436,MN,43118
16445,Lincoln,14694,138544,22958,2.4,32.3,Nebraska,Black or African-American,277346,NE,138802
54398,Perris,1321,41623,23277,4.78,26.9,California,Hispanic or Latino,74959,CA,33336
253932,Indianapolis,42186,410615,72456,2.5300000000000002,34.1,Indiana,Black or African-American,848423,IN,437808
14313,Ontario,4816,85059,48557,3.52,31.0,California,Asian,171200,CA,86141
6596,Meridian,5640,43353,8110,2.54,38.0,Idaho,Hispanic or Latino,90753,ID,47400
1254,Spring Hill,9737,48295,7893,2.58,45.1,Florida,American Indian and Alaska Native,103197,FL,54902
3693,West Covina,3800,51629,37038,3.56,39.8,California,Black or African-American,108489,CA,56860
122634,Baton Rouge,10633,111492,12268,2.52,31.2,Louisiana,Black or African-American,228596,LA,117104
106202,The Woodlands,8351,56083,21188,2.93,38.8,Texas,White,119144,TX,63061
1717,Ogden,5080,44323,12791,2.68,31.3,Utah,American Indian and Alaska Native,85450,UT,41127
132939,Phoenix,72388,786833,300702,2.89,33.8,Arizona,Black or African-American,1563001,AZ,776168
68081,Orlando,12782,130940,50558,2.42,33.1,Florida,Black or African-American,270917,FL,139977
1818,Bend,6199,42294,3032,2.39,37.3,Oregon,American Indian and Alaska Native,87017,OR,44723
4027,Huntington Beach,10454,99967,35368,2.67,41.6,California,Black or African-American,201927,CA,101960
7100,Springfield,12291,81057,7765,2.12,34.1,Missouri,Hispanic or Latino,166798,MO,85741
4429,Augusta-Richmond County consolidated government,19085,94662,7915,2.67,33.7,Georgia,Asian,196579,GA,101917
941,Livermore,3063,41522,13959,2.91,36.7,California,American Indian and Alaska Native,88117,CA,46595
56231,Decatur,5291,34646,1224,2.23,40.4,Illinois,White,72856,IL,38210
4072,Iowa City,2047,37089,9202,2.36,25.5,Iowa,Hispanic or Latino,74227,IA,37138
4080,Waterbury,3493,52235,19967,2.71,36.2,Connecticut,Asian,108807,CT,56572
96958,Waco,10716,63452,14235,2.5700000000000003,29.3,Texas,White,132342,TX,68890
2167,Bay,3478,37977,13192,2.59,32.9,Texas,American Indian and Alaska Native,75485,TX,37508
10918,Chattanooga,10001,83640,10599,2.4,36.6,Tennessee,Hispanic or Latino,176597,TN,92957
3392,Saint Charles,4371,32054,5274,2.33,34.9,Missouri,Asian,68801,MO,36747
3917,Quincy,4147,44129,32935,2.39,41.0,Massachusetts,Black or African-American,93629,MA,49500
57280,Dayton,8465,66631,7381,2.26,32.8,Ohio,Black or African-American,140597,OH,73966
1936732,Los Angeles,85417,1958998,1485425,2.86,35.0,California,Hispanic or Latino,3971896,CA,2012898
14608,Mesa,31808,234998,57492,2.68,36.9,Arizona,Asian,471833,AZ,236835
41696,Oklahoma City,41843,309227,80165,2.58,34.1,Oklahoma,American Indian and Alaska Native,631263,OK,322036
2452,San Juan,,155408,,,41.4,Puerto Rico,Asian,342237,PR,186829
79286,Yakima,4705,45147,15717,2.74,34.0,Washington,White,93700,WA,48553
906,Cambridge,2495,55421,27757,2.06,31.5,Massachusetts,American Indian and Alaska Native,110402,MA,54981
139669,Lakewood,9988,76013,14169,2.29,37.7,Colorado,White,152589,CO,76576
107898,Simi Valley,6063,63243,23260,3.13,39.0,California,White,126766,CA,63523
4406,Buffalo,11231,124537,24630,2.27,33.1,New York,American Indian and Alaska Native,258066,NY,133529
137533,Oceanside,18051,87482,37492,2.719999999999999,39.4,California,White,175714,CA,88232
6091,Roanoke,6567,47252,7346,2.35,36.9,Virginia,Hispanic or Latino,99897,VA,52645
1192,Spokane Valley,7984,49933,4199,2.39,36.0,Washington,Black or African-American,94908,WA,44975
5687,Hialeah,1844,111530,170148,3.31,43.0,Florida,Black or African-American,237082,FL,125552
63157,Lafayette,5045,34313,5697,2.19,33.5,Indiana,White,71170,IN,36857
100432,Newark,5829,138040,86253,2.73,34.6,New Jersey,Hispanic or Latino,281913,NJ,143873
59918,Chattanooga,10001,83640,10599,2.4,36.6,Tennessee,Black or African-American,176597,TN,92957
1603,Palm Bay,10942,51767,12070,2.8200000000000003,40.7,Florida,American Indian and Alaska Native,107895,FL,56128
68095,Long Beach,17463,238159,127764,2.7800000000000002,34.6,California,Asian,474172,CA,236013
1516,Warren,7806,64063,18822,2.45,43.2,Michigan,American Indian and Alaska Native,135356,MI,71293
5822,Folsom,4187,41051,13234,2.62,40.9,California,Hispanic or Latino,76368,CA,35317
208863,Pittsburgh,17728,149690,28187,2.13,32.9,Pennsylvania,White,304385,PA,154695
29159,Sparks,7315,47780,15690,2.63,36.1,Nevada,Hispanic or Latino,96098,NV,48318
41760,Brooklyn Park,3506,37845,17490,2.85,35.1,Minnesota,White,79150,MN,41305
2845,Rock Hill,4755,33324,2413,2.29,34.5,South Carolina,Hispanic or Latino,71567,SC,38243
2808,San Buenaventura,5980,53932,18025,2.68,37.7,California,American Indian and Alaska Native,109717,CA,55785
18240,Lynn,3093,44598,29899,2.81,34.8,Massachusetts,Black or African-American,92459,MA,47861
867,Clearwater,10631,55225,17686,2.4,47.0,Florida,American Indian and Alaska Native,112979,FL,57754
279127,Tulsa,24672,197437,43751,2.37,35.0,Oklahoma,White,403091,OK,205654
22147,Greensboro,14011,132251,26667,2.36,35.5,North Carolina,Hispanic or Latino,285344,NC,153093
7967,Port Saint Lucie,12416,84069,34003,2.91,42.1,Florida,Asian,179410,FL,95341
71129,Washington,25963,319705,95117,2.24,33.8,District of Columbia,Hispanic or Latino,672228,DC,352523
10813,Milwaukee,20615,286315,58321,2.51,31.6,Wisconsin,American Indian and Alaska Native,600154,WI,313839
4226,Sparks,7315,47780,15690,2.63,36.1,Nevada,Black or African-American,96098,NV,48318
538,Tustin,2434,39511,25034,3.27,33.4,California,American Indian and Alaska Native,80563,CA,41052
7171,Bayonne,2225,32705,21899,2.62,39.7,New Jersey,Asian,66303,NJ,33598
5346,Lynwood,776,35634,28061,4.43,29.4,California,Black or African-American,72005,CA,36371
21766,Lexington-Fayette  county,16661,154032,28613,2.34,34.4,Kentucky,Hispanic or Latino,314488,KY,160456
60614,Las Cruces,9421,47835,11888,2.58,32.7,New Mexico,Hispanic or Latino,101644,NM,53809
48956,North Charleston,9651,56549,8789,2.8200000000000003,30.7,South Carolina,White,111864,SC,55315
58914,Miramar,3077,66157,57179,3.41,36.6,Florida,White,137115,FL,70958
19342,Lorain,4905,30844,1531,2.52,35.6,Ohio,Hispanic or Latino,63651,OH,32807
826,Johns Creek,1983,40282,29000,3.19,39.0,Georgia,American Indian and Alaska Native,83339,GA,43057
512999,Los Angeles,85417,1958998,1485425,2.86,35.0,California,Asian,3971896,CA,2012898
62194,Eau Claire,3261,32327,2833,2.4,32.0,Wisconsin,White,67433,WI,35106
288,Lakeland,7390,47840,11592,2.56,38.1,Florida,American Indian and Alaska Native,104410,FL,56570
3872,Reno,17089,122292,37070,2.46,35.7,Nevada,American Indian and Alaska Native,241443,NV,119151
4130,Weston,1507,32956,30876,3.34,38.6,Florida,Asian,69947,FL,36991
23287,Miami Gardens,2327,50719,33394,3.75,34.9,Florida,Hispanic or Latino,113199,FL,62480
3514,Rochester Hills,3053,36356,13708,2.66,41.2,Michigan,Black or African-American,73432,MI,37076
48562,Indio,3647,43803,22538,3.08,35.9,California,White,87526,CA,43723
6435,Lawrence,2986,45592,8701,2.5300000000000002,27.4,Kansas,Hispanic or Latino,93916,KS,48324
1175,Racine,4650,39314,4403,2.56,33.7,Wisconsin,Asian,77737,WI,38423
2114,Boynton Beach,4727,33701,15431,2.45,45.8,Florida,Asian,73972,FL,40271
25573,Alexandria,10635,74989,44030,2.2,36.6,Virginia,Hispanic or Latino,153511,VA,78522
16117,Pawtucket,3173,36072,17884,2.41,39.2,Rhode Island,Hispanic or Latino,71583,RI,35511
1647,Shreveport,14287,93138,5658,2.5300000000000002,35.2,Louisiana,American Indian and Alaska Native,196994,LA,103856
442155,San Francisco,26276,439752,297199,2.37,38.3,California,White,864816,CA,425064
1667,Augusta-Richmond County consolidated government,19085,94662,7915,2.67,33.7,Georgia,American Indian and Alaska Native,196579,GA,101917
66825,Vacaville,9064,50091,10577,2.9,35.8,California,White,96794,CA,46703
1994,Cheektowaga,5408,37476,3532,2.3,40.7,New York,Hispanic or Latino,76075,NY,38599
22539,Chino Hills,3358,39639,24764,3.05,41.9,California,Hispanic or Latino,78313,CA,38674
100108,Manchester,5473,54845,14506,2.4,37.3,New Hampshire,White,110223,NH,55378
845,Arlington,12719,113981,55205,2.19,34.4,Virginia,American Indian and Alaska Native,229164,VA,115183
3259,Norfolk,29445,128917,16702,2.51,30.2,Virginia,American Indian and Alaska Native,246393,VA,117476
698,Deerfield Beach,3882,37155,23642,2.46,41.4,Florida,American Indian and Alaska Native,79769,FL,42614
4613,Miami,7233,215840,260789,2.5,40.4,Florida,Asian,440989,FL,225149
271854,Albuquerque,37443,273323,58200,2.49,36.0,New Mexico,Hispanic or Latino,559131,NM,285808
2135,Medford,6632,39606,6185,2.65,38.6,Oregon,Asian,79795,OR,40189
5965,Gilbert,10817,116711,24531,3.2,33.2,Arizona,American Indian and Alaska Native,247523,AZ,130812
23323,Chicago,72042,1320015,573463,2.5300000000000002,34.2,Illinois,American Indian and Alaska Native,2720556,IL,1400541
27675,Riverside,12373,160613,69584,3.34,31.4,California,Asian,322423,CA,161810
1911,Ogden,5080,44323,12791,2.68,31.3,Utah,Asian,85450,UT,41127
51245,Jacksonville,8252,40015,3732,2.51,24.2,North Carolina,White,67363,NC,27348
109396,Aurora,25158,177899,65816,2.8200000000000003,34.2,Colorado,Hispanic or Latino,358870,CO,180971
10267,Toms River,5042,43864,6852,2.71,43.7,New Jersey,Hispanic or Latino,87750,NJ,43886
2138,Pompano Beach,5145,56569,32733,2.55,42.5,Florida,American Indian and Alaska Native,107771,FL,51202
58849,San Clemente,3970,34076,8109,2.64,45.2,California,White,65532,CA,31456
658,Orange,3993,67337,34550,3.14,35.0,California,American Indian and Alaska Native,140995,CA,73658
59036,Bridgeport,4646,71509,44475,2.86,34.1,Connecticut,Hispanic or Latino,147619,CT,76110
49934,Pleasanton,2424,36662,23208,2.87,41.3,California,White,79519,CA,42857
84703,El Cajon,7103,54450,31865,3.14,32.7,California,White,103688,CA,49238
36346,Lake Charles,4477,35678,3215,2.36,31.8,Louisiana,White,76066,LA,40388
2690,Thousand Oaks,6323,65113,25330,2.79,44.8,California,American Indian and Alaska Native,129329,CA,64216
20273,North Las Vegas,17256,116350,49815,3.31,32.2,Nevada,Asian,234793,NV,118443
319942,Miami,7233,215840,260789,2.5,40.4,Florida,Hispanic or Latino,440989,FL,225149
971,South Gate,724,47758,40571,3.969999999999999,32.5,California,Asian,96399,CA,48641
8772,Boulder,4061,56342,12993,2.24,29.0,Colorado,Asian,107342,CO,51000
45858,Paterson,1694,70640,49810,3.37,34.0,New Jersey,Black or African-American,147757,NJ,77117
22550,Brooklyn Park,3506,37845,17490,2.85,35.1,Minnesota,Black or African-American,79150,MN,41305
7364,Alameda,4504,37747,18841,2.52,41.4,California,Black or African-American,78614,CA,40867
35237,Camden,1425,36437,11317,3.0,27.9,New Jersey,Black or African-American,76131,NJ,39694
144930,Greensboro,14011,132251,26667,2.36,35.5,North Carolina,White,285344,NC,153093
3083,Garland,10407,116406,62975,3.12,34.5,Texas,American Indian and Alaska Native,236836,TX,120430
51019,Redwood City,2430,42676,27652,2.64,37.1,California,White,85300,CA,42624
6101,Chico,4519,46168,8425,2.5,29.9,California,Asian,90336,CA,44168
4260,Amarillo,11008,99391,21124,2.64,33.8,Texas,American Indian and Alaska Native,199651,TX,100260
1073,Rock Hill,4755,33324,2413,2.29,34.5,South Carolina,Asian,71567,SC,38243
8678,Goodyear,7650,36711,11774,2.969999999999999,38.6,Arizona,Black or African-American,79003,AZ,42292
21928,Kent,7985,61825,38175,3.06,33.4,Washington,Hispanic or Latino,126962,WA,65137
21566,Hawthorne,2123,43682,32107,2.969999999999999,33.7,California,Black or African-American,88444,CA,44762
19670,Plantation,4037,42881,27902,2.73,40.6,Florida,Black or African-American,92555,FL,49674
107639,Arvada,8930,54870,4921,2.49,41.0,Colorado,White,115035,CO,60165
61416,Gary,3952,35876,1884,2.35,38.1,Indiana,Black or African-American,77354,IN,41478
44555,Sugar Land,4377,43889,31169,2.95,42.1,Texas,White,88129,TX,44240
20161,Baltimore,29540,294027,49857,2.51,34.7,Maryland,Asian,621849,MD,327822
2348,Richmond,3611,52615,42215,2.87,35.3,California,American Indian and Alaska Native,109715,CA,57100
74814,Newport Beach,4847,43161,15318,2.4,46.8,California,White,87131,CA,43970
8841,Silver Spring,1562,40601,30908,2.6,33.8,Maryland,Asian,82463,MD,41862
6989,Peoria,6634,56229,7517,2.4,33.1,Illinois,Asian,118661,IL,62432
542017,El Paso,47693,332797,159709,3.03,33.1,Texas,Hispanic or Latino,681136,TX,348339
8746,Charlotte,36046,396646,128897,2.52,34.3,North Carolina,American Indian and Alaska Native,827121,NC,430475
